ratio,Spacy_entity,Spacy_tag,Spacy_clean_entities,Wiki_entity,Wiki_tag,Wiki_clean_entities
89,the Adeptus Vaelarii,'PERSON',the adeptus vaelarii,Adeptus Vaelarii,,adeptus vaelarii
89,the Thanatos Crusade,'ORG',the thanatos crusade,Thanatos Crusade,,thanatos crusade
91,Mind Eaters,'PERSON',mind eaters,Mind-Eaters,,mind-eaters
97,Exalted Sorcerers,'NORP',exalted sorcerers,Exalted Sorcerer,,exalted sorcerer
84,Sekhmet Scarab Occult Terminators,'ORG',sekhmet scarab occult terminators,Scarab Occult Terminator,,scarab occult terminator
88,the Mezoan Campaign,'ORG',the mezoan campaign,Mezoan Campaign,,mezoan campaign
95,Forge World Company,'ORG',forge world company,Forge World (Company),,forge world (company)
88,the Taninim Crusade,'ORG',the taninim crusade,Taninim Crusade,,taninim crusade
96,Lambast s End,'LOC',lambast s end,Lambasts End,,lambasts end
83,Lamont,'PERSON',lamont,Lament,,lament
83,Turia,'LOC',turia,Asturia,,asturia
91,Nyadra zath,'PERSON',nyadra zath,Nyadrazatha,,nyadrazatha
89,the  Catalepsean Node,'LOC',the catalepsean node,Catalepsean Node,,catalepsean node
91,the Sentinels of the Veil,'PERSON',the sentinels of the veil,Sentinels of the Veil,,sentinels of the veil
86,Raukaan,'PERSON',raukaan,Raukama,,raukama
87,the  Exodus Armada,'ORG',the exodus armada,Exodus Armada,,exodus armada
85,the  Praetor Praetor Armoured Assault Launcher,'ORG',the praetor praetor armoured assault launcher,Praetor Armoured Assault Launcher,,praetor armoured assault launcher
88,Hasik Noyan Khan s,'PERSON',hasik noyan khan s,Hasik Noyan-Khan,,hasik noyan-khan
85,the  Kalium Gate,'LOC',the kalium gate,Kalium Gate,,kalium gate
86,the White Scars 9th Company,'ORG',the white scars 9th company,White Scars 10th Company,,white scars 10th company
94,Jemulan Noyan Khan,'PERSON',jemulan noyan khan,Jemulan Noyan-Khan,,jemulan noyan-khan
85,White 1st Company,'ORG',white 1st company,White Scars 1st Company,,white scars 1st company
84,the White Scars 3rd Company,'ORG',the white scars 3rd company,White Scars 2nd Company,,white scars 2nd company
92,the White Scars 3rd Company,'ORG',the white scars 3rd company,White Scars 3rd Company,,white scars 3rd company
88,the White Scars 9th Company,'ORG',the white scars 9th company,White Scars 5th Company,,white scars 5th company
88,the White Scars 9th Company,'ORG',the white scars 9th company,White Scars 6th Company,,white scars 6th company
88,the White Scars 9th Company,'ORG',the white scars 9th company,White Scars 7th Company,,white scars 7th company
88,the White Scars 9th Company,'ORG',the white scars 9th company,White Scars 8th Company,,white scars 8th company
92,the White Scars 9th Company,'ORG',the white scars 9th company,White Scars 9th Company,,white scars 9th company
82,Fall of Agrellan,'PERSON',fall of agrellan,Battle of Agrellan,,battle of agrellan
93,Blakmane Wolf,'ORG',blakmane wolf,Blackmaned Wolf,,blackmaned wolf
81,Engine of War,'PERSON',engine of war,Engine of Woes,,engine of woes
93,Baal Predator s,'ORG',baal predator s,Baal Predator,,baal predator
87,Foresworn World Eaters,'ORG',foresworn world eaters,Foresworn (Word Bearers),,foresworn (word bearers)
82,Istvaan III Istvaan,'PERSON',istvaan iii istvaan,Istvaan III (Isstvan III),,istvaan iii (isstvan iii)
90,the Dominion of Storms,'ORG',the dominion of storms,Dominion of Storms,,dominion of storms
82,Sicarians,'NORP',sicarians,Sicaraus,,sicaraus
90,Ur Clemait,'LOC',ur clemait,Ur-Clemait,,ur-clemait
85,the Flayed Hand,'ORG',the flayed hand,Flayed Hand,,flayed hand
89,the Perpetual Spiral,'ORG',the perpetual spiral,Perpetual Spiral,,perpetual spiral
86,the Serrated Sun,'ORG',the serrated sun,Serrated Sun,,serrated sun
95,Diabolists,'NORP',diabolists,Diabolist,,diabolist
86,the  Blessed Lady,'PERSON',the blessed lady,Blessed Lady,,blessed lady
91,the Master of Possession,'PERSON',the master of possession,Master of Possession,,master of possession
96,Venomcrawlers,'PERSON',venomcrawlers,Venomcrawler,,venomcrawler
81,the Blood Angels 3rd Company,'ORG',the blood angels 3rd company,Blood Angels 4th Company,,blood angels 4th company
94,Ashur Kai Qezremah,'PERSON',ashur kai qezremah,Ashur-Kai Qezremah,,ashur-kai qezremah
95,Kha Sherhan,'PERSON',kha sherhan,KhaSherhan,,khasherhan
87,White Scars  10th Brotherhood,'ORG',white scars 10th brotherhood,White Scars 3rd Brotherhood,,white scars 3rd brotherhood
88,Sephanor,'PERSON',sephanor,ElPhanor,,elphanor
84,Decimation,'PERSON',decimation,Decimator,,decimator
81,Quentus Carmagon,'PERSON',quentus carmagon,Quietus Campaign,,quietus campaign
91,the Black Crusades,'ORG',the black crusades,6th Black Crusade,,6th black crusade
92,Hakk an graah,'PERSON',hakk an graah,Hakkangraah,,hakkangraah
87,Scelus Sector,'LOC',scelus sector,Scelus Sub-sector,,scelus sub-sector
89,the Black Crusades,'ORG',the black crusades,10th Black Crusade,,10th black crusade
97,Adharon s Reavers,'ORG',adharon s reavers,Adharons Reavers,,adharons reavers
97,Skull of Ker ngar,'PERSON',skull of ker ngar,Skull of Kerngar,,skull of kerngar
97,Vaxhallian Genocide,'NORP',vaxhallian genocide,Vaxhallian Genocides,,vaxhallian genocides
95,Vaxhallian,'NORP',vaxhallian,Vaxhallia,,vaxhallia
88,the Damnation Cache,'ORG',the damnation cache,Damnation Cache,,damnation cache
83,eddon,'LOC',eddon,Raeddon,,raeddon
88,the  Bellicose Stars,'LOC',the bellicose stars,Bellicose Stars,,bellicose stars
94,Aspiring Champion s,'PERSON',aspiring champion s,Aspiring Champion,,aspiring champion
83,the   Eye of Night,'PERSON',the  eye of night,Eye of Night,,eye of night
97,Angron s Chosen,'ORG',angron s chosen,Angrons Chosen,,angrons chosen
84,the Blood Stalkers,'ORG',the blood stalkers,Bloodstalkers,,bloodstalkers
88,Gladiator Cadre,'ORG',gladiator cadre,Gladiator Cadre 331,,gladiator cadre 331
81,Lord Skchalick s,'PERSON',lord skchalick s,Lord Skchalicks Elite,,lord skchalicks elite
92,the  Skull Takers of Hans Kho ren,'ORG',the skull takers of hans kho ren,Skull Takers of Hans Khoren,,skull takers of hans khoren
88,the  Terran Council,'ORG',the terran council,Terran Council,,terran council
86,Kharn the Betrayer Khârn,'PERSON',kharn the betrayer khârn,Kharn the Betrayer,,kharn the betrayer
82,Daemonsbane,'PERSON',daemonsbane,Daemonblade,,daemonblade
85,Crimson Robes,'PERSON',crimson robes,Crimson Omens,,crimson omens
82,Slavers,'ORG',slavers,Slave Wars,,slave wars
82,the Ebon Vale,'LOC',the ebon vale,Ebon Vale,,ebon vale
93,Fio taun,'NORP',fio taun,Fiotaun,,fiotaun
85,the Cemetery World,'LOC',the cemetery world,Cemetery Worlds,,cemetery worlds
84,Militant Lukas Alexander,'PERSON',militant lukas alexander,Governor-Militant Lukas Alexander,,governor-militant lukas alexander
92,the  Greater Thurian League,'ORG',the greater thurian league,Greater Thurian League,,greater thurian league
88,Kâhl Ûthar the Destined,'PERSON',kâhl ûthar the destined,Ûthar the Destined,,ûthar the destined
89,Chainaxes,'PERSON',chainaxes,Chain Axe,,chain axe
89,Gate of Morkai,'PERSON',gate of morkai,Axe of Morkai,,axe of morkai
88,Kin Cthonian Guild,'ORG',kin cthonian guild,Cthonian Guild,,cthonian guild
83,Blades of the Storm,'PERSON',blades of the storm,Blade of the Ancestors,,blade of the ancestors
86,Grimnar,'PERSON',grimnar,Grimnyr,,grimnyr
90,the  Pyrus Reach Sector,'LOC',the pyrus reach sector,Pyrus Reach Sector,,pyrus reach sector
84,Euthenia,'LOC',euthenia,Euthenia XX,,euthenia xx
86,the Sons of Baal,'PERSON',the sons of baal,Sons of Baal,,sons of baal
81,Imperial Guard Hierarchy,'ORG',imperial guard hierarchy,Imperial Guard Breacher,,imperial guard breacher
81,Titan Orders,'ORG',titan orders,Militant Orders,,militant orders
91,Atomantic Arc Reactor !,'ORG',atomantic arc reactor !,Atomantic Arc-reactor,,atomantic arc-reactor
89,the Volkite Carronade,'LOC',the volkite carronade,Volkite Carronade,,volkite carronade
92,the Great Despot of Dregruk,'PERSON',the great despot of dregruk,Great Despot of Dregruk,,great despot of dregruk
89,the Over Fiend of Octarius,'PERSON',the over fiend of octarius,Overfiend of Octarius,,overfiend of octarius
81,the  Astra Militarum,'ORG',the astra militarum,Titus (Astra Militarum),,titus (astra militarum)
85,The Great WAAAGH!,'ORG',the great waaagh!,Da Great WAAAGH!,,da great waaagh!
91,The Semtexian Bombadiers,'ORG',the semtexian bombadiers,Semtexian Bombadiers,,semtexian bombadiers
89,the Donatos Uprising,'ORG',the donatos uprising,Donatos Uprising,,donatos uprising
84,Cardosian,'NORP',cardosian,Charmosian,,charmosian
96,Wolf Amulets,'PERSON',wolf amulets,Wolf Amulet,,wolf amulet
87,The Grand Annulus,'PERSON',the grand annulus,Grand Annulus,,grand annulus
86,Khalan Gol,'LOC',khalan gol,Khalan-Ghol,,khalan-ghol
89,the Savage Morticians,'ORG',the savage morticians,Savage Morticians,,savage morticians
90,the  Omphalos Daemonium,'LOC',the omphalos daemonium,Omphalos Daemonium,,omphalos daemonium
86,Years of Blood,'PERSON',years of blood,Heart of Blood,,heart of blood
88,the Hyperia Dirkden Fortwall,'LOC',the hyperia dirkden fortwall,Hyperia-Dirkden Fortwall,,hyperia-dirkden fortwall
98,Reclusiam   Command Squad,'ORG',reclusiam  command squad,Reclusiam Command Squad,,reclusiam command squad
82,the  Aberrus System,'LOC',the aberrus system,War for the Aberrus System,,war for the aberrus system
83,Space Wolves Great Company,'ORG',space wolves great company,Space_Wolves#The Great Companies,,space_wolves#the great companies
87,the Dead Stations,'ORG',the dead stations,Dead Stations,,dead stations
93,Kynar Half Hand,'PERSON',kynar half hand,Kynar Half-Hand,,kynar half-hand
83,Conrath,'PERSON',conrath,Orath,,orath
82,Crusade s,'ORG',crusade s,Crusader Seal,,crusader seal
85,The  Angelus Sub sector,'LOC',the angelus sub sector,Angelus Sub-sector,,angelus sub-sector
88,the Chamber of Vigilance,'ORG',the chamber of vigilance,Chamber of Vigilanc,,chamber of vigilanc
87,The Sieges of Mezoa,'PERSON',the sieges of mezoa,Third Siege of Mezoa,,third siege of mezoa
97,Vai tan Ushorak,'PERSON',vai tan ushorak,Vaitan Ushorak,,vaitan ushorak
95,Engel saak,'PERSON',engel saak,Engelsaak,,engelsaak
93,Vel cona,'PERSON',vel cona,Velcona,,velcona
97,Ur zan Drakgaard,'PERSON',ur zan drakgaard,Urzan Drakgaard,,urzan drakgaard
92,Dac tyr,'PERSON',dac tyr,Dactyr,,dactyr
88,Mulcebar,'PERSON',mulcebar,Mulceber,,mulceber
95,Sol Ba ken,'PERSON',sol ba ken,Sol Baken,,sol baken
84,the Salamanders 3rd Company,'ORG',the salamanders 3rd company,Salamanders 2nd Company,,salamanders 2nd company
92,the Salamanders 3rd Company,'ORG',the salamanders 3rd company,Salamanders 3rd Company,,salamanders 3rd company
84,the Salamanders 1st Company,'ORG',the salamanders 1st company,Salamanders 4th Company,,salamanders 4th company
84,the Salamanders 1st Company,'ORG',the salamanders 1st company,Salamanders 6th Company,,salamanders 6th company
84,the Salamanders 1st Company,'ORG',the salamanders 1st company,Salamanders 7th Company,,salamanders 7th company
84,the  Legio Praetor,'ORG',the legio praetor,Legion Praetor,,legion praetor
87,a  Contemptor Pattern Dreadnought,'ORG',a contemptor pattern dreadnought,Contemptor-Mortis Pattern Dreadnought,,contemptor-mortis pattern dreadnought
83,the  Plasma Incinerator,'ORG',the plasma incinerator,Macro Plasma Incinerator,,macro plasma incinerator
83,Redemptors,'NORP',redemptors,Redemptor Fist,,redemptor fist
93,A Deathwatch Terminator,'PERSON',a deathwatch terminator,Deathwatch Terminators,,deathwatch terminators
87,the Hecaton Rifts,'LOC',the hecaton rifts,Hecaton Rifts,,hecaton rifts
96,A  Warp Stabilisation Field,'LOC',a warp stabilisation field,Warp Stabilisation Field,,warp stabilisation field
83,Pale Hunter,'ORG',pale hunter,Alien Hunters,,alien hunters
85,Chaos   Warhound  ,'ORG',chaos  warhound,Chaos Hound,,chaos hound
90,the Master of Vigilance,'PERSON',the master of vigilance,Master of Vigilance,,master of vigilance
91,Gue la,'PERSON',gue la,Guela,,guela
88,the  Sanctioned Psyker s,'ORG',the sanctioned psyker s,Sanctioned Psykers,,sanctioned psykers
90,the Malignant Plaguecasters,'PERSON',the malignant plaguecasters,Malignant Plaguecaster,,malignant plaguecaster
86,Grey Knights Chaplains,'ORG',grey knights chaplains,Grey Knights Paladin,,grey knights paladin
88,The Knights of the Flame,'ORG',the knights of the flame,Knight of the Flame,,knight of the flame
83,Grey Knights Brotherhoods,'ORG',grey knights brotherhoods,Grey Knights Brotherhood Champion,,grey knights brotherhood champion
84,Grey Knights Chapter,'ORG',grey knights chapter,Grey Knights Apothecary,,grey knights apothecary
82,Terminator Armour Usage  ,'ORG',terminator armour usage,Terminator Armor,,terminator armor
87,Inquisition Holy Orders of the Inquisition,'ORG',inquisition holy orders of the inquisition,Inquisition#Ordos of the Inquisition,,inquisition#ordos of the inquisition
87,Imperial Military Technology#Teleporter teleporting,'ORG',imperial military technology#teleporter teleporting,Imperial Military Technology#Teleporter,,imperial military technology#teleporter
93,Grey Knight Battle Brothers,'ORG',grey knight battle brothers,Grey Knights Battle-Brother,,grey knights battle-brother
95,Gholic Ren Sar Valinov,'PERSON',gholic ren sar valinov,Gholic Ren-Sar Valinov,,gholic ren-sar valinov
96,Abrial s Claw,'PERSON',abrial s claw,Abrials Claw,,abrials claw
81,the Relentless    ,'PERSON',the relentless,Hammers Relentless,,hammers relentless
82,the  Blood,'PERSON',the blood,The Bloodborn,,the bloodborn
89,The  Cursus of Alganar,'PERSON',the cursus of alganar,Cursus of Alganar,,cursus of alganar
97,Dalathro s Rest,'LOC',dalathro s rest,Dalathros Rest,,dalathros rest
87,the Mentor Legion,'ORG',the mentor legion,Mentor Legion,,mentor legion
89,the  Rutherian Crusade,'ORG',the rutherian crusade,Rutherian Crusade,,rutherian crusade
92,Stor Bezashk,'PERSON',stor bezashk,Stor-Bezashk,,stor-bezashk
84,Battle Automata,'ORG',battle automata,Battle-Automaton,,battle-automaton
89,the Sons of the Forge,'ORG',the sons of the forge,Sons of the Forge,,sons of the forge
93,a  Cult of Destruction      ,'ORG',a cult of destruction,Cults of Destruction,,cults of destruction
82,Kine Shields,'PERSON',kine shields,Ion Shield,,ion shield
88,the  Navigator s Quarter,'LOC',the navigator s quarter,Navigators Quarter,,navigators quarter
94,Manticore Missile s,'ORG',manticore missile s,Manticore Missile,,manticore missile
97,Manticore Missile s,'ORG',manticore missile s,Manticore Missiles,,manticore missiles
89,the  Militarum Auxilla,'ORG',the militarum auxilla,Militarum Auxilla,,militarum auxilla
82,Sanctors,'PERSON',sanctors,Ancestors,,ancestors
93,Pyrrhian,'NORP',pyrrhian,Pyrrhia,,pyrrhia
97,Rahe s Paradise,'LOC',rahe s paradise,Rahes Paradise,,rahes paradise
85,the Traitor Legion,'ORG',the traitor legion,Traitor  Legion,,traitor  legion
92,the  Sisters,'PERSON',the sisters,Three Sisters,,three sisters
86,the Rhana Dandra,'LOC',the rhana dandra,Rhana Dandra,,rhana dandra
82,Voidsinger,'PERSON',voidsinger,Void Spinner,,void spinner
82,Dragons,'ORG',dragons,Dragonship,,dragonship
81,Fallen Angels Fallen  Dark Angels,'ORG',fallen angels fallen dark angels,Fallen Angels#Notable Fallen Angels,,fallen angels#notable fallen angels
87,Jetbike Eldar,'ORG',jetbike eldar,Jetbike (Aeldari),,jetbike (aeldari)
83,a  Champion,'PERSON',a champion,Arena Champion,,arena champion
87,The Auric Auxilia,'ORG',the auric auxilia,Auric Auxilia,,auric auxilia
93,Niora Su Kassen,'PERSON',niora su kassen,Niora Su-Kassen,,niora su-kassen
83,The Dark Cells,'PERSON',the dark cells,Dark Cells,,dark cells
86,the Imperial Fists 1st Company,'ORG',the imperial fists 1st company,Imperial Fists 5th Company,,imperial fists 5th company
86,The  Unification Wars,'ORG',the unification wars,Unifications Wars,,unifications wars
96,Battle of Gyros Thravian,'PERSON',battle of gyros thravian,Battle of Gyros-Thravian,,battle of gyros-thravian
93,the  Davin#Davinite Lodge Priests,'ORG',the davin#davinite lodge priests,Davin#Davinite Lodge Priests,,davin#davinite lodge priests
89,the  Companions  of the Emperor s,'ORG',the companions of the emperor s,Companions of the Emperor,,companions of the emperor
82,The Stone Men,'ORG',the stone men,Stone Men,,stone men
93,Mirror Caliban,'PERSON',mirror caliban,Mirror-Caliban,,mirror-caliban
86,The Wars for Armageddon,'PERSON',the wars for armageddon,The Third War for Armageddon,,the third war for armageddon
83,Kaeleth,'PERSON',kaeleth,Kalth,,kalth
86,Knight Commander,'ORG',knight commander,Knight Commander Pask,,knight commander pask
89,Khai Zhan,'PERSON',khai zhan,Khai-Zhan,,khai-zhan
90,the  Cadian  ,'LOC',the cadian,7th Cadian,,7th cadian
92,The Battle of Tyrok Fields,'PERSON',the battle of tyrok fields,Battle of Tyrok Fields,,battle of tyrok fields
86,the  Cadian  ,'LOC',the cadian,39th Cadian,,39th cadian
82,the  Cadian  ,'LOC',the cadian,110th Cadian,,110th cadian
82,Khai Zhan,'PERSON',khai zhan,Khai-Zan,,khai-zan
82,the  Cadian  ,'LOC',the cadian,417th Cadian,,417th cadian
86,the  Cadian  ,'LOC',the cadian,85th Cadian,,85th cadian
82,the  Cadian  ,'LOC',the cadian,180th Cadian,,180th cadian
82,the  Cadian  ,'LOC',the cadian,450th Cadian,,450th cadian
82,the  Cadian  ,'LOC',the cadian,512th Cadian,,512th cadian
83,The Lord Deceiver,'PERSON',the lord deceiver,The Deceiver,,the deceiver
82,Priests of,'PERSON',priests of,priests,,priests
84,the  Cadian Pylon s,'LOC',the cadian pylon s,Cadian Pylons,,cadian pylons
85,A  Hub Fortress,'LOC',a hub fortress,hub-fortress,,hub-fortress
89,the  Vodine Sergastae,'ORG',the vodine sergastae,Vodine Sergastae,,vodine sergastae
89,the  Erinaeus Cluster,'LOC',the erinaeus cluster,Erinaeus Cluster,,erinaeus cluster
87,Cardinals Astral,'ORG',cardinals astral,Cardinal-Astra,,cardinal-astra
88,EAeldari,'NORP',eaeldari,Aerldari,,aerldari
83,Ragnar,'PERSON',ragnar,Rafnar,,rafnar
88,the Gorentz System,'LOC',the gorentz system,Gorentz System,,gorentz system
82,Traitor Imperial Guard,'ORG',traitor imperial guard,Major (Imperial Guard),,major (imperial guard)
86,T au Commander,'ORG',t au commander,Tank Commander,,tank commander
91,the Lord General Militant,'ORG',the lord general militant,Lord General Militant,,lord general militant
83,Majoris  ,'PERSON',majoris,Major,,major
81,the Imperium   ,'ORG',the imperium,Estate Imperium,,estate imperium
90,Castellan   Ursarkar E. Creed,'PERSON',castellan  ursarkar e. creed,Lord Castellan Ursarkar E. Creed,,lord castellan ursarkar e. creed
93,an Officer of the Fleet,'PERSON',an officer of the fleet,Officer of the Fleet,,officer of the fleet
90,The Master of Ordnance,'PERSON',the master of ordnance,Master of Ordnance,,master of ordnance
89,the  Cardinals Crimson,'ORG',the cardinals crimson,Cardinals Crimson,,cardinals crimson
92,a Heavy Weapons Squad,'ORG',a heavy weapons squad,Heavy Weapon Squad,,heavy weapon squad
81,a Leman Russ Vanquisher,'PERSON',a leman russ vanquisher,Leman Russ Punisher,,leman russ punisher
