Spacy_entity,Spacy_tag,clean_entities,Wiki_entity,Wiki_tag
Bloodfist,'PERSON',bloodfist,Bloodfist,
Berek Thunderfist,'PERSON',berek thunderfist,Berek Thunderfist,
Long Fangs,'ORG',long fangs,Long Fangs,
Madox,'PERSON',madox,Madox,
Alaric Prime,'LOC',alaric prime,Alaric Prime,
Botchulaz,'PERSON',botchulaz,Botchulaz,
Psychic Awakening,'LOC',psychic awakening,Psychic Awakening,
Forrix,'PERSON',forrix,Forrix,
Hydra Cordatus System,'LOC',hydra cordatus system,Hydra Cordatus System,
Kroeger,'PERSON',kroeger,Kroeger,
Night Cult,'ORG',night cult,Night Cult,
Space Sharks,'ORG',space sharks,Space Sharks,
Carcharodons,'NORP',carcharodons,Carcharodons,
Uwoma Kandawire,'PERSON',uwoma kandawire,Uwoma Kandawire,
Ushotan     ,'PERSON',ushotan,Ushotan,
Thunder Warrior,'ORG',thunder warrior,Thunder Warrior,
Tarrigata,'PERSON',tarrigata,Tarrigata,
Unity,'PERSON',unity,Unity,
Babu Dhakal,'PERSON',babu dhakal,Babu Dhakal,
Urhs,'NORP',urhs,Urhs,
Demonic,'NORP',demonic,Demonic,
Thunder Regiments,'ORG',thunder regiments,Thunder Regiments,
Arat,'ORG',arat,Arat,
Arik Taranis,'PERSON',arik taranis,Arik Taranis,
Albia,'PERSON',albia,Albia,
Szarekhan Dynasty,'ORG',szarekhan dynasty,Szarekhan Dynasty,
War World,'LOC',war world,War World,
Khangba Marwu,'LOC',khangba marwu,Khangba Marwu,
Drakan Vangorich,'PERSON',drakan vangorich,Drakan Vangorich,
Bakka,'PERSON',bakka,Bakka,
Cacodominus,'PERSON',cacodominus,Cacodominus,
Feral World,'NORP',feral world,Feral World,
Veneris II,'PERSON',veneris ii,Veneris II,
Purge,'ORG',purge,Purge,
Moirae,'PERSON',moirae,Moirae,
Enslavers,'PERSON',enslavers,Enslavers,
Chaos Knight,'ORG',chaos knight,Chaos Knight,
Temple of the Saviour Emperor,'ORG',temple of the saviour emperor,Temple of the Saviour Emperor,
Aurent,'LOC',aurent,Aurent,
Council of Terra,'ORG',council of terra,Council of Terra,
Necron Empire,'ORG',necron empire,Necron Empire,
Vanguard Marines,'ORG',vanguard marines,Vanguard Marines,
Enceladus,'LOC',enceladus,Enceladus,
Inculaba,'LOC',inculaba,Inculaba,
Ultramar Defence Fleet,'ORG',ultramar defence fleet,Ultramar Defence Fleet,
Astral Knights   ,'ORG',astral knights,Astral Knights,
Imperial Creed,'ORG',imperial creed,Imperial Creed,
Cicatrix Maledictum,'LOC',cicatrix maledictum,Cicatrix Maledictum,
Deadhenge,'LOC',deadhenge,Deadhenge,
Chaos Gods,'PERSON',chaos gods,Chaos Gods,
Dolan Chirosius,'PERSON',dolan chirosius,Dolan Chirosius,
Persya,'LOC',persya,Persya,
Triarch,'PERSON',triarch,Triarch,
Belial,'PERSON',belial,Belial,
Adeptus Custodes,'PERSON',adeptus custodes,Adeptus Custodes,
Inovian III,'PERSON',inovian iii,Inovian III,
Talledus,'ORG',talledus,Talledus,
Tyran,'LOC',tyran,Tyran,
Rashan,'PERSON',rashan,Rashan,
Materium,'LOC',materium,Materium,
Baal Secundus,'LOC',baal secundus,Baal Secundus,
Ulumeathi,'NORP',ulumeathi,Ulumeathi,
Dolmac System,'LOC',dolmac system,Dolmac System,
Pask,'PERSON',pask,Pask,
Ammonai,'LOC',ammonai,Ammonai,
Thandros,'PERSON',thandros,Thandros,
Maximus Thane,'PERSON',maximus thane,Maximus Thane,
Minisotira,'LOC',minisotira,Minisotira,
Bloodtide,'ORG',bloodtide,Bloodtide,
Baal System,'LOC',baal system,Baal System,
Deceiver,'PERSON',deceiver,Deceiver,
Ordo Chronos,'PERSON',ordo chronos,Ordo Chronos,
Renegade Chapter,'ORG',renegade chapter,Renegade Chapter,
Silica Animus,'ORG',silica animus,Silica Animus,
Crimson Slaughter  ,'ORG',crimson slaughter,Crimson Slaughter,
Ursarkar E. Creed,'PERSON',ursarkar e. creed,Ursarkar E. Creed,
Joyre Macran,'PERSON',joyre macran,Joyre Macran,
Changeling,'PERSON',changeling,Changeling,
Great Rift,'LOC',great rift,Great Rift,
Hydra Minoris,'LOC',hydra minoris,Hydra Minoris,
the  Wrath,'PERSON',the wrath,The Wrath,
Gathalamor,'PERSON',gathalamor,Gathalamor,
Jollana,'LOC',jollana,Jollana,
Dante,'PERSON',dante,Dante,
Milky Way Galaxy,'LOC',milky way galaxy,Milky Way Galaxy,
Adeptus Administratum,'ORG',adeptus administratum,Adeptus Administratum,
Knight Worlds,'ORG',knight worlds,Knight Worlds,
Ultima Macharia,'LOC',ultima macharia,Ultima Macharia,
Dark City,'LOC',dark city,Dark City,
the  Burning One,'PERSON',the burning one,The Burning One,
Long March,'ORG',long march,Long March,
Cryptus Campaign,'LOC',cryptus campaign,Cryptus Campaign,
Lutoris Epsilon,'PERSON',lutoris epsilon,Lutoris Epsilon,
Pranix,'PERSON',pranix,Pranix,
Crone World,'LOC',crone world,Crone World,
Vespid,'PERSON',vespid,Vespid,
Damocles Gulf,'LOC',damocles gulf,Damocles Gulf,
Skarbrand,'PERSON',skarbrand,Skarbrand,
Scions,'NORP',scions,Scions,
Sable Swords   ,'ORG',sable swords,Sable Swords,
Nova Terra,'LOC',nova terra,Nova Terra,
Humankind,'ORG',humankind,Humankind,
Executioners,'ORG',executioners,Executioners,
Fleet Primus,'ORG',fleet primus,Fleet Primus,
Wilderness Space,'LOC',wilderness space,Wilderness Space,
Iphigenia,'LOC',iphigenia,Iphigenia,
The Pale Wasting,'PERSON',the pale wasting,The Pale Wasting,
Terminator,'ORG',terminator,Terminator,
Codicier,'ORG',codicier,Codicier,
Carab Culln,'PERSON',carab culln,Carab Culln,
Helioret Sector,'LOC',helioret sector,Helioret Sector,
Mordacai Blaylock,'PERSON',mordacai blaylock,Mordacai Blaylock,
Varsavia,'LOC',varsavia,Varsavia,
Templars of Blood,'ORG',templars of blood,Templars of Blood,
Assault Marine,'ORG',assault marine,Assault Marine,
Phaenonites,'NORP',phaenonites,Phaenonites,
Umbra Malygris,'PERSON',umbra malygris,Umbra Malygris,
Nadzybar,'PERSON',nadzybar,Nadzybar,
Faltornus,'PERSON',faltornus,Faltornus,
Menazoid Epsilon,'ORG',menazoid epsilon,Menazoid Epsilon,
Bulledin,'PERSON',bulledin,Bulledin,
Kelso,'PERSON',kelso,Kelso,
Vichres,'PERSON',vichres,Vichres,
Cociaminus,'LOC',cociaminus,Cociaminus,
Lugo,'PERSON',lugo,Lugo,
Saint Sabbat,'PERSON',saint sabbat,Saint Sabbat,
Enok Innokenti,'PERSON',enok innokenti,Enok Innokenti,
Dark Angels  5th  Company,'ORG',dark angels 5th company,Dark Angels 5th Company,
Andronicus Prime,'LOC',andronicus prime,Andronicus Prime,
Masimat Helicos,'PERSON',masimat helicos,Masimat Helicos,
Black Reef,'LOC',black reef,Black Reef,
Mordecai Haarlock,'PERSON',mordecai haarlock,Mordecai Haarlock,
Themiskon Point,'LOC',themiskon point,Themiskon Point,
Ghanathaar,'NORP',ghanathaar,Ghanathaar,
Cellebos Warzone,'PERSON',cellebos warzone,Cellebos Warzone,
Imperial Fleet,'ORG',imperial fleet,Imperial Fleet,
Eleusis,'PERSON',eleusis,Eleusis,
Samech,'LOC',samech,Samech,
Frateris Templar,'NORP',frateris templar,Frateris Templar,
Confederation of Light,'ORG',confederation of light,Confederation of Light,
Krakiota,'PERSON',krakiota,Krakiota,
Maw,'LOC',maw,Maw,
Geller Field,'LOC',geller field,Geller Field,
Margin Crusade,'ORG',margin crusade,Margin Crusade,
Septs,'LOC',septs,septs,
Sebiascor Ebongrave,'PERSON',sebiascor ebongrave,Sebiascor Ebongrave,
Ebongrave,'PERSON',ebongrave,Ebongrave,
Vallia   ,'LOC',vallia,Vallia,
Magog,'LOC',magog,Magog,
Frontier World,'LOC',frontier world,Frontier World,
Verronus,'LOC',verronus,Verronus,
Polyphemnos  ,'LOC',polyphemnos,Polyphemnos,
Jericho Sector,'LOC',jericho sector,Jericho Sector,
Innana   ,'LOC',innana,Innana,
Greyhell Front,'ORG',greyhell front,Greyhell Front,
Tabius Rasa,'PERSON',tabius rasa,Tabius Rasa,
Bellom,'ORG',bellom,Bellom,
Manuxet   ,'LOC',manuxet,Manuxet,
Wrath,'LOC',wrath,Wrath,
Sector,'LOC',sector,sector,
Vanir,'LOC',vanir,Vanir,
Veren,'LOC',veren,Veren,
Vanir System   ,'LOC',vanir system,Vanir System,
Age of Shadow,'PERSON',age of shadow,Age of Shadow,
Meskaile  ,'LOC',meskaile,Meskaile,
Acheros Salient,'PERSON',acheros salient,Acheros Salient,
Udo Asterus,'PERSON',udo asterus,Udo Asterus,
Stigmartus,'PERSON',stigmartus,Stigmartus,
Erioch System,'LOC',erioch system,Erioch System,
Salinas,'PERSON',salinas,Salinas,
Ethereal,'NORP',ethereal,Ethereal,
Morpal Cxir,'PERSON',morpal cxir,Morpal Cxir,
Hol Beloth,'PERSON',hol beloth,Hol Beloth,
Magos Biologis  ,'ORG',magos biologis,Magos Biologis,
Legion of the Damned,'ORG',legion of the damned,Legion of the Damned,
Magister,'PERSON',magister,Magister,
Sholen Skara,'PERSON',sholen skara,Sholen Skara,
Ancreon Sextus,'PERSON',ancreon sextus,Ancreon Sextus,
Barthol Van Voytz,'PERSON',barthol van voytz,Barthol Van Voytz,
Aexe Cardinal,'PERSON',aexe cardinal,Aexe Cardinal,
Phantine,'PERSON',phantine,Phantine,
Herodor,'PERSON',herodor,Herodor,
Jater Elbeth,'PERSON',jater elbeth,Jater Elbeth,
Fornax Aleph,'PERSON',fornax aleph,Fornax Aleph,
Lyubov,'PERSON',lyubov,Lyubov,
Andreas Carnhide,'PERSON',andreas carnhide,Andreas Carnhide,
Eumenes,'PERSON',eumenes,Eumenes,
Sarpedon,'PERSON',sarpedon,Sarpedon,
Qux of the Eyeless,'PERSON',qux of the eyeless,Qux of the Eyeless,
Parthenope,'LOC',parthenope,Parthenope,
Onator,'PERSON',onator,Onator,
Alduin Sector,'LOC',alduin sector,Alduin Sector,
Empyric Engineers,'ORG',empyric engineers,Empyric Engineers,
Galaxy,'LOC',galaxy,galaxy,
Urienz,'PERSON',urienz,Urienz,
Urlock Gaur,'PERSON',urlock gaur,Urlock Gaur,
Rusheck Vakkim,'PERSON',rusheck vakkim,Rusheck Vakkim,
Alber vander Trake,'PERSON',alber vander trake,Alber vander Trake,
Bernod Falkor,'PERSON',bernod falkor,Bernod Falkor,
Ravenwing,'ORG',ravenwing,Ravenwing,
Artor Amhrad,'PERSON',artor amhrad,Artor Amhrad,
Land Speeder,'ORG',land speeder,Land Speeder,
the  Fallen,'PERSON',the fallen,The Fallen,
Sammael,'PERSON',sammael,Sammael,
Manreaper,'PERSON',manreaper,Manreaper,
Barbarus,'ORG',barbarus,Barbarus,
Silence,'PERSON',silence,Silence,
WAAAGH!,'PERSON',waaagh!,WAAAGH!,
Garaghak,'PERSON',garaghak,Garaghak,
Traitor Marine,'ORG',traitor marine,Traitor Marine,
Deliverance,'ORG',deliverance,Deliverance,
XIX Legion,'ORG',xix legion,XIX Legion,
Marauders,'ORG',marauders,Marauders,
Dark Apostle,'PERSON',dark apostle,Dark Apostle,
Mordant Prime,'LOC',mordant prime,Mordant Prime,
Qah,'PERSON',qah,Qah,
Fallen,'NORP',fallen,Fallen,
The Rock,'LOC',the rock,The Rock,
Asmodai,'PERSON',asmodai,Asmodai,
Sergeant,'PERSON',sergeant,Sergeant,
Marbas,'PERSON',marbas,Marbas,
Azrael,'PERSON',azrael,Azrael,
Unknown,'ORG',unknown,Unknown,
Hearthkyn,'ORG',hearthkyn,Hearthkyn,
Kin,'ORG',kin,Kin,
Aeronautica Imperialis,'ORG',aeronautica imperialis,Aeronautica Imperialis,
Desolation Marines,'NORP',desolation marines,Desolation Marines,
Votann,'ORG',votann,Votann,
Ouroboros,'PERSON',ouroboros,Ouroboros,
War Council,'ORG',war council,War Council,
Lemuel Gaumon,'PERSON',lemuel gaumon,Lemuel Gaumon,
Menes Kalliston,'PERSON',menes kalliston,Menes Kalliston,
Phael Toron,'PERSON',phael toron,Phael Toron,
Legion Heavy Support Squad,'ORG',legion heavy support squad,Legion Heavy Support Squad,
Prosperine  ,'ORG',prosperine,Prosperine,
Sentor Rahme,'PERSON',sentor rahme,Sentor Rahme,
Magistus Amon,'PERSON',magistus amon,Magistus Amon,
Rune Priest,'PERSON',rune priest,Rune Priest,
Jenetia Krole,'PERSON',jenetia krole,Jenetia Krole,
Othere Wyrdmake,'PERSON',othere wyrdmake,Othere Wyrdmake,
Hathor Maat,'PERSON',hathor maat,Hathor Maat,
Legion Tactical Support Squad,'ORG',legion tactical support squad,Legion Tactical Support Squad,
Legion Assault Squad,'ORG',legion assault squad,Legion Assault Squad,
VI Legion,'ORG',vi legion,VI Legion,
Auramagma,'PERSON',auramagma,Auramagma,
Tizca,'LOC',tizca,Tizca,
Cults of the Thousand Sons,'ORG',cults of the thousand sons,Cults of the Thousand Sons,
Prosperine Spireguard,'ORG',prosperine spireguard,Prosperine Spireguard,
Raptora Cult,'ORG',raptora cult,Raptora Cult,
Jarl,'PERSON',jarl,jarl,
Legion Veteran Tactical Squad,'ORG',legion veteran tactical squad,Legion Veteran Tactical Squad,
Khalophis,'PERSON',khalophis,Khalophis,
Legion Reconnaissance Squad,'ORG',legion reconnaissance squad,Legion Reconnaissance Squad,
Aetheric,'NORP',aetheric,Aetheric,
Baleq Uthizzar,'PERSON',baleq uthizzar,Baleq Uthizzar,
Amon,'PERSON',amon,Amon,
Azhek Ahriman,'PERSON',azhek ahriman,Azhek Ahriman,
Abhumans,'NORP',abhumans,Abhumans,
Squat,'ORG',squat,Squat,
Codex,'ORG',codex,Codex,
Stibor Lazaerek,'PERSON',stibor lazaerek,Stibor Lazaerek,
Solomon Lok,'PERSON',solomon lok,Solomon Lok,
Sevrin Loth,'PERSON',sevrin loth,Sevrin Loth,
Helios,'PERSON',helios,Helios,
Casan Sabius,'PERSON',casan sabius,Casan Sabius,
Battleline Squad,'ORG',battleline squad,battleline squad,
Oneius Prayd,'PERSON',oneius prayd,Oneius Prayd,
Shaehol,'LOC',shaehol,Shaehol,
Scythians,'NORP',scythians,Scythians,
Verant Ortys   ,'PERSON',verant ortys,Verant Ortys,
Anphelion Project,'ORG',anphelion project,Anphelion Project,
Varius,'PERSON',varius,Varius,
Makenna VII,'PERSON',makenna vii,Makenna VII,
Hector Rex,'PERSON',hector rex,Hector Rex,
Zaebus Minoris,'ORG',zaebus minoris,Zaebus Minoris,
Sirae Karagon,'PERSON',sirae karagon,Sirae Karagon,
Relictors,'ORG',relictors,Relictors,
Prism,'LOC',prism,Prism,
Praetors of Orpheus,'ORG',praetors of orpheus,Praetors of Orpheus,
Sepulchre Sigma,'PERSON',sepulchre sigma,Sepulchre Sigma,
Angels of Redemption,'ORG',angels of redemption,Angels of Redemption,
Inner Circle,'ORG',inner circle,Inner Circle,
Adeptus Arbites,'ORG',adeptus arbites,Adeptus Arbites,
Red Hunters,'NORP',red hunters,Red Hunters,
Ghesmei Kysnaros,'PERSON',ghesmei kysnaros,Ghesmei Kysnaros,
PDF,'ORG',pdf,PDF,
Bjorn,'PERSON',bjorn,Bjorn,
Montsegnur  ,'ORG',montsegnur,Montsegnur,
Pathfinder,'NORP',pathfinder,Pathfinder,
Excommunicate Traitoris,'ORG',excommunicate traitoris,Excommunicate Traitoris,
Enslaver,'PERSON',enslaver,Enslaver,
Illuminati,'ORG',illuminati,Illuminati,
Calculus Logi,'ORG',calculus logi,Calculus Logi,
Puritans,'NORP',puritans,Puritans,
Moebius,'LOC',moebius,Moebius,
Melchior,'PERSON',melchior,Melchior,
Cardinal,'PERSON',cardinal,Cardinal,
Navigator,'PERSON',navigator,Navigator,
Nihilas,'ORG',nihilas,Nihilas,
Death Strike  ,'ORG',death strike,Death Strike,
Elysian Drop Troops  ,'ORG',elysian drop troops,Elysian Drop Troops,
Kasr,'PERSON',kasr,kasr,
Preyspire,'LOC',preyspire,Preyspire,
Hawks,'NORP',hawks,Hawks,
Plaeos,'LOC',plaeos,Plaeos,
Metamarines,'ORG',metamarines,Metamarines,
realspace,'LOC',realspace,realspace,
Sons of Guilliman,'ORG',sons of guilliman,Sons of Guilliman,
Iron Lords,'NORP',iron lords,Iron Lords,
Keletros,'ORG',keletros,Keletros,
Slaaneshi,'NORP',slaaneshi,Slaaneshi,
Toramino,'PERSON',toramino,Toramino,
Namira Suzaku,'PERSON',namira suzaku,Namira Suzaku,
Berossus,'PERSON',berossus,Berossus,
Ardaric Vaanes,'PERSON',ardaric vaanes,Ardaric Vaanes,
New Badab,'LOC',new badab,New Badab,
Barban Falk,'PERSON',barban falk,Barban Falk,
Khornate Berzerker,'PERSON',khornate berzerker,Khornate Berzerker,
Dark Mechanicus,'PERSON',dark mechanicus,Dark Mechanicus,
Heralds of Ultramar,'ORG',heralds of ultramar,Heralds of Ultramar,
Horusian,'NORP',horusian,Horusian,
Eldar Harlequins,'PERSON',eldar harlequins,Eldar Harlequins,
Rob Sanders,'PERSON',rob sanders,Rob Sanders,
Stronghold,'ORG',stronghold,Stronghold,
Demiurg,'NORP',demiurg,Demiurg,
Aurelian,'PERSON',aurelian,Aurelian,
Gal Vorbak,'PERSON',gal vorbak,Gal Vorbak,
Dark Council,'ORG',dark council,Dark Council,
The Brotherhood,'ORG',the brotherhood,The Brotherhood,
Sicarus,'LOC',sicarus,Sicarus,
Yharas Kine,'PERSON',yharas kine,Yharas Kine,
Betacairn,'LOC',betacairn,Betacairn,
Xenos Horrificus,'PERSON',xenos horrificus,Xenos Horrificus,
Parnival Grundvald,'PERSON',parnival grundvald,Parnival Grundvald,
Grundvald,'PERSON',grundvald,Grundvald,
Daerys Arrun,'PERSON',daerys arrun,Daerys Arrun,
Gildar Secundus,'PERSON',gildar secundus,Gildar Secundus,
Prospect,'ORG',prospect,Prospect,
Tumulus Samael,'PERSON',tumulus samael,Tumulus Samael,
Mandeville Point,'LOC',mandeville point,Mandeville Point,
Seibel,'PERSON',seibel,Seibel,
Sternguard Veteran Squad,'ORG',sternguard veteran squad,Sternguard Veteran Squad,
Donorian Fiends,'ORG',donorian fiends,Donorian Fiends,
Malum Caedo,'PERSON',malum caedo,Malum Caedo,
Arachnis,'PERSON',arachnis,Arachnis,
Crusader Seals,'ORG',crusader seals,Crusader Seals,
Kolovan,'LOC',kolovan,Kolovan,
Genestealer Cults,'ORG',genestealer cults,Genestealer Cults,
Lysades,'LOC',lysades,Lysades,
Men of Iron,'ORG',men of iron,Men of Iron,
Davinites,'NORP',davinites,Davinites,
Sigillites,'ORG',sigillites,Sigillites,
Amendera Keel,'PERSON',amendera keel,Amendera Keel,
Sibel Niasta,'PERSON',sibel niasta,Sibel Niasta,
Epimetheus,'PERSON',epimetheus,Epimetheus,
Khyron,'PERSON',khyron,Khyron,
Signus Prime,'PERSON',signus prime,Signus Prime,
Janus,'PERSON',janus,Janus,
Lastan Neemagiun Veritus,'PERSON',lastan neemagiun veritus,Lastan Neemagiun Veritus,
Solomon Voss,'PERSON',solomon voss,Solomon Voss,
Execution Force,'ORG',execution force,Execution Force,
Castellax,'ORG',castellax,Castellax,
Serrated Suns   ,'ORG',serrated suns,Serrated Suns,
Gergerra Rei,'PERSON',gergerra rei,Gergerra Rei,
Cybernetica,'ORG',cybernetica,Cybernetica,
Maniple,'ORG',maniple,maniple,
Argel Tal,'PERSON',argel tal,Argel Tal,
Paragon of Metal,'PERSON',paragon of metal,Paragon of Metal,
Koyne,'PERSON',koyne,Koyne,
Serrated Suns Chapter,'ORG',serrated suns chapter,Serrated Suns Chapter,
Fidelitas Lex  ,'ORG',fidelitas lex,Fidelitas Lex,
Squats,'ORG',squats,Squats,
Dornsblade,'PERSON',dornsblade,Dornsblade,
Umberto II,'PERSON',umberto ii,Umberto II,
Lost Primarchs,'PERSON',lost primarchs,Lost Primarchs,
Gildar Rift,'LOC',gildar rift,Gildar Rift,
Gildar System,'LOC',gildar system,Gildar System,
Keeler Comet,'LOC',keeler comet,Keeler Comet,
Certus Minor,'ORG',certus minor,Certus Minor,
Excoriators,'NORP',excoriators,Excoriators,
Zachariah Kersh,'PERSON',zachariah kersh,Zachariah Kersh,
Viper Legion,'ORG',viper legion,Viper Legion,
Zacariah Kersh,'PERSON',zacariah kersh,Zacariah Kersh,
Cholercaust,'ORG',cholercaust,Cholercaust,
Ceramite,'NORP',ceramite,ceramite,
Hellion,'NORP',hellion,Hellion,
Cleaved,'ORG',cleaved,Cleaved,
The Pilgrim,'PERSON',the pilgrim,The Pilgrim,
Pilgrim,'PERSON',pilgrim,Pilgrim,
Order of the August Vigil,'ORG',order of the august vigil,Order of the August Vigil,
Goremongers,'ORG',goremongers,Goremongers,
Skulltakers,'ORG',skulltakers,Skulltakers,
Heartslayer,'PERSON',heartslayer,Heartslayer,
Jostero,'PERSON',jostero,Jostero,
Lance,'PERSON',lance,Lance,
Tempest,'PERSON',tempest,Tempest,
Kaldor Draigo,'PERSON',kaldor draigo,Kaldor Draigo,
Avatars,'PERSON',avatars,Avatars,
Sssair Gleamling,'PERSON',sssair gleamling,Sssair Gleamling,
Zarakynel,'PERSON',zarakynel,Zarakynel,
Iskandar Khayon,'PERSON',iskandar khayon,Iskandar Khayon,
Nefertari,'PERSON',nefertari,Nefertari,
Bloodthirsters,'NORP',bloodthirsters,Bloodthirsters,
Blood Legions,'ORG',blood legions,Blood Legions,
Daemon Hunter,'PERSON',daemon hunter,Daemon Hunter,
Ursulia,'LOC',ursulia,Ursulia,
Sanguinor,'PERSON',sanguinor,Sanguinor,
Van Horne,'LOC',van horne,Van Horne,
Yokai,'NORP',yokai,Yokai,
Battle of Ulthwe,'PERSON',battle of ulthwe,Battle of Ulthwe,
Nikaea,'PERSON',nikaea,Nikaea,
Khorne Berzerkers,'PERSON',khorne berzerkers,Khorne Berzerkers,
Tcharla,'LOC',tcharla,Tcharla,
Arvann Stern,'PERSON',arvann stern,Arvann Stern,
Marabas,'PERSON',marabas,Marabas,
Endryd Haar,'PERSON',endryd haar,Endryd Haar,
Narthan Dume,'PERSON',narthan dume,Narthan Dume,
Atharva,'PERSON',atharva,Atharva,
Malia Orbiana,'PERSON',malia orbiana,Malia Orbiana,
Plaguebearer,'ORG',plaguebearer,Plaguebearer,
Plague Legions,'ORG',plague legions,Plague Legions,
Orbiana,'PERSON',orbiana,Orbiana,
Curwen,'PERSON',curwen,Curwen,
Odrameyer,'PERSON',odrameyer,Odrameyer,
Rotigus,'PERSON',rotigus,Rotigus,
Nurglings,'NORP',nurglings,Nurglings,
Scabeiathrax,'PERSON',scabeiathrax,Scabeiathrax,
Moriah,'PERSON',moriah,Moriah,
Azariah Kyras,'PERSON',azariah kyras,Azariah Kyras,
Galan,'PERSON',galan,Galan,
Aramus,'PERSON',aramus,Aramus,
Plague Marines,'ORG',plague marines,Plague Marines,
Ulkair,'PERSON',ulkair,Ulkair,
Lorin Alpha,'LOC',lorin alpha,Lorin Alpha,
Mhara Gal,'PERSON',mhara gal,Mhara Gal,
Anakwanar Sek,'PERSON',anakwanar sek,Anakwanar Sek,
Morlond,'PERSON',morlond,Morlond,
Heritor Asphodel,'PERSON',heritor asphodel,Heritor Asphodel,
Blood Pact,'ORG',blood pact,Blood Pact,
Innokenti,'PERSON',innokenti,Innokenti,
Saint,'PERSON',saint,saint,
Etogaur,'PERSON',etogaur,Etogaur,
Araek Etogaur,'PERSON',araek etogaur,Araek Etogaur,
Ferrozoicans,'NORP',ferrozoicans,Ferrozoicans,
Tanith First and Only   ,'ORG',tanith first and only,Tanith First and Only,
Salvador Sondar,'PERSON',salvador sondar,Salvador Sondar,
Noches Sturm,'PERSON',noches sturm,Noches Sturm,
Sons of Sek,'ORG',sons of sek,Sons of Sek,
Epistolary,'PERSON',epistolary,Epistolary,
Newfound Trailing,'LOC',newfound trailing,Newfound Trailing,
Sor Talgron,'PERSON',sor talgron,Sor Talgron,
Chaos Dreadnought,'PERSON',chaos dreadnought,Chaos Dreadnought,
The Warmonger,'PERSON',the warmonger,The Warmonger,
Kol Badar,'PERSON',kol badar,Kol Badar,
Jarulek,'PERSON',jarulek,Jarulek,
Archamus,'PERSON',archamus,Archamus,
Volkhar Wreth,'PERSON',volkhar wreth,Volkhar Wreth,
Huscarl,'PERSON',huscarl,Huscarl,
Tiber Acanthus,'PERSON',tiber acanthus,Tiber Acanthus,
Aecus Decimus,'PERSON',aecus decimus,Aecus Decimus,
Ekodas,'PERSON',ekodas,Ekodas,
Necron Monolith,'LOC',necron monolith,Necron Monolith,
Tanakreg,'LOC',tanakreg,Tanakreg,
Eye of Terror,'LOC',eye of terror,Eye of Terror,
Gaius Aquilius,'PERSON',gaius aquilius,Gaius Aquilius,
Ashkanez,'PERSON',ashkanez,Ashkanez,
Boros Gate  ,'LOC',boros gate,Boros Gate,
False Emperor,'PERSON',false emperor,False Emperor,
Coryphaus,'PERSON',coryphaus,Coryphaus,
Eydolim,'PERSON',eydolim,Eydolim,
Khornate Berzerkers,'PERSON',khornate berzerkers,Khornate Berzerkers,
Corpsemakers,'NORP',corpsemakers,Corpsemakers,
Kor Megron,'PERSON',kor megron,Kor Megron,
Chainaxe,'PERSON',chainaxe,Chainaxe,
Vostroyan Firstborn,'ORG',vostroyan firstborn,Vostroyan Firstborn,
Terminator Squad,'ORG',terminator squad,Terminator Squad,
